,Gene Name,Statistic,pvalue_x,pvalue_y
340,SLC6A16,2.562222919079758,0.010400453906950562,5.50781390107648e-05
341,METTL13,2.562222919079758,0.010400453906950562,0.0084113982893534
342,ANKRD39,-2.562222919079758,0.010400453906950562,0.0011219911413771
343,MIR1234,-2.560415991774342,0.010454693643569142,0.0313198376155043
344,HSD3B2,2.55680213716351,0.010563928666430907,0.0064359351558233
345,POLR2J,-2.5549952098580944,0.01061892593082697,0.0013248740082035
346,C18orf34,2.5549952098580944,0.01061892593082697,3.26732078979959e-06
347,FBXL4,2.5549952098580944,0.01061892593082697,0.040090845541199
348,ASCC3,2.553188282552678,0.010674177687511962,0.0203266902152226
349,LBR,2.5513813552472624,0.01072968493288336,0.0020514287403056
350,TUBA8,-2.5513813552472624,0.01072968493288336,1.80364019274726e-05
351,IFI16,2.5495744279418466,0.01078544866627387,0.0408457410471792
352,XRCC5,2.5495744279418466,0.01078544866627387,0.0400040241724223
353,RPS6KC1,2.5495744279418466,0.01078544866627387,0.0400806497171606
354,NEDD1,2.5477675006364304,0.01084146988995523,0.0082365335475251
355,RECQL,2.5477675006364304,0.01084146988995523,0.0204173570811122
356,ZNF572,2.5459605733310147,0.010897749609141853,0.0012866637272867
357,TMEM191B,-2.5459605733310147,0.010897749609141853,0.0327081403974709
358,BBX,2.5423467187201827,0.011011088569624558,0.038035227311595
359,CDH11,2.540539791414767,0.011068149836096474,0.0158114780525002
360,SH3GLB2,-2.540539791414767,0.011068149836096474,0.0031358593144782
361,FAM60A,2.538732864109351,0.011125473648432666,0.0021570216513476
362,FAM187B,-2.538732864109351,0.011125473648432666,0.0009230961435448
363,C2orf49,2.536925936803935,0.011183061026616526,0.0182557562051317
364,SUZ12,2.536925936803935,0.011183061026616526,0.0192554154379735
365,TMEM135,2.535119009498519,0.011240912993596069,0.0060849687711348
366,BCL6,2.535119009498519,0.011240912993596069,0.0383597494670449
367,LOC344967,-2.5315051548876872,0.011357414800579453,0.0052030891587337
368,CFDP1,2.5315051548876872,0.011357414800579453,0.0229949749646985
369,SYN1,-2.5315051548876872,0.011357414800579453,3.81497558723359e-06
370,RPGR,2.5296982275822715,0.011416066701335005,0.0124389412304603
371,HNRNPK,2.5296982275822715,0.011416066701335005,0.0451337725587272
372,NAA35,2.5296982275822715,0.011416066701335005,0.0239532360045713
373,REPS1,2.5296982275822715,0.011416066701335005,0.017839941752041
374,TXNRD1,2.5278913002768557,0.011474987312396752,0.0213812562968139
375,RILP,-2.5278913002768557,0.011474987312396752,0.0223509338139154
376,GPR142,2.5242774456660237,0.011593638819723985,0.0057003076065162
377,DDX5,2.5242774456660237,0.011593638819723985,0.0265710745861893
378,GABRG3,-2.5206635910551918,0.011713377661010615,2.45088351166805e-05
379,SYNCRIP,2.518856663749776,0.01177365745074431,0.0292197619338332
380,ZNF256,2.5170497364443603,0.011834212222589527,0.0192980920552138
381,BARD1,2.5170497364443603,0.011834212222589527,0.0196670409983529
382,LOC729603,2.5170497364443603,0.011834212222589527,0.0368064510332474
383,METTL14,2.515242809138944,0.011895043032337448,0.0029957510736337
384,ST3GAL3,-2.515242809138944,0.011895043032337448,0.020502654417427
385,N4BP1,2.515242809138944,0.011895043032337448,0.0288670379962809
386,SNX4,2.5134358818335283,0.01195615093878543,0.0483314506173627
387,RTN4R,-2.5080150999172806,0.012141147871465268,0.0007355977861617
388,NEDD4,2.506208172611865,0.012203374812925855,0.0116690005745543
389,B3GNT4,-2.506208172611865,0.012203374812925855,4.99426221902705e-05
390,ALKBH6,-2.5044012453064486,0.012265884190280817,0.0197452856319411
391,METAP1D,2.502594318001033,0.012328677080433134,0.0040109995099221
